"RefGroupSize","FocalGroupSize","nItems","prevRate","difRate","difType","balanced","aStrength","bStrength","rep","dif_items","method","TP_full","TN_full","FP_full","FN_full","accuracy_full","sensitivity_full","specificity_full","precision_full","npv_full","f1score_full","method_focal","TP_focal","TN_focal","FP_focal","FN_focal","accuracy_focal","sensitivity_focal","specificity_focal","precision_focal","npv_focal","f1score_focal","method_ref","TP_ref","TN_ref","FP_ref","FN_ref","accuracy_ref","sensitivity_ref","specificity_ref","precision_ref","npv_ref","f1score_ref"
2000,1000,40,0.3,0.4,"b",TRUE,0,1,1,"6, 8, 40, 28, 23, 4, 7, 18, 31, 10, 24, 17, 21, 26, 12, 33","IRT",420,999,57,24,0.946,0.946022727272727,0.945945945945946,0.976539589442815,0.946022727272727,0.961038961038961,"IRT",143,336,28,6,0.933723196881092,0.923076923076923,0.959731543624161,0.982456140350877,0.923076923076923,0.951841359773371,"IRT",277,663,29,18,0.952380952380952,0.958092485549133,0.938983050847458,0.973568281938326,0.958092485549133,0.965768390386016
2000,1000,40,0.3,0.4,"b",TRUE,0,1,1,"6, 8, 40, 28, 23, 4, 7, 18, 31, 10, 24, 17, 21, 26, 12, 33","rf_probs",0,413,643,444,0.275333333333333,0.391098484848485,0,0.481913652275379,0.391098484848485,0.431782540512284,"rf_probs",0,152,212,149,0.296296296296296,0.417582417582418,0,0.504983388704319,0.417582417582418,0.457142857142857,"rf_probs",0,261,431,295,0.264437689969605,0.377167630057803,0,0.469424460431655,0.377167630057803,0.418269230769231
2000,1000,40,0.3,0.4,"b",TRUE,0,1,1,"6, 8, 40, 28, 23, 4, 7, 18, 31, 10, 24, 17, 21, 26, 12, 33","rf_class",403,998,58,41,0.934,0.945075757575758,0.907657657657658,0.960538979788258,0.945075757575758,0.952744630071599,"rf_class",133,336,28,16,0.914230019493177,0.923076923076923,0.89261744966443,0.954545454545455,0.923076923076923,0.93854748603352,"rf_class",270,662,30,25,0.944275582573455,0.956647398843931,0.915254237288136,0.963609898107715,0.956647398843931,0.960116026105874
2000,1000,40,0.3,0.4,"b",TRUE,0,1,2,"35, 17, 33, 37, 8, 9, 10, 40, 13, 18, 5, 22, 26, 6, 3, 32","IRT",430,1005,41,24,0.956666666666667,0.960803059273423,0.947136563876652,0.97667638483965,0.960803059273423,0.968674698795181,"IRT",117,360,8,9,0.965587044534413,0.978260869565217,0.928571428571429,0.975609756097561,0.978260869565217,0.976933514246947,"IRT",313,645,33,15,0.952286282306163,0.951327433628319,0.954268292682927,0.977272727272727,0.951327433628319,0.964125560538117
2000,1000,40,0.3,0.4,"b",TRUE,0,1,2,"35, 17, 33, 37, 8, 9, 10, 40, 13, 18, 5, 22, 26, 6, 3, 32","rf_probs",0,312,734,454,0.208,0.298279158699809,0,0.407310704960835,0.298279158699809,0.344370860927152,"rf_probs",0,99,269,126,0.200404858299595,0.269021739130435,0,0.44,0.269021739130435,0.33389544688027,"rf_probs",0,213,465,328,0.211729622266402,0.314159292035398,0,0.393715341959335,0.314159292035398,0.349466776045939
2000,1000,40,0.3,0.4,"b",TRUE,0,1,2,"35, 17, 33, 37, 8, 9, 10, 40, 13, 18, 5, 22, 26, 6, 3, 32","rf_class",417,1010,36,37,0.951333333333333,0.965583173996176,0.918502202643172,0.964660936007641,0.965583173996176,0.965121834687052,"rf_class",111,354,14,15,0.941295546558704,0.96195652173913,0.880952380952381,0.959349593495935,0.96195652173913,0.960651289009498,"rf_class",306,656,22,22,0.956262425447316,0.967551622418879,0.932926829268293,0.967551622418879,0.967551622418879,0.967551622418879
2000,1000,40,0.3,0.4,"b",TRUE,0,1,3,"13, 33, 23, 3, 15, 16, 5, 32, 36, 19, 29, 12, 17, 6, 18, 34","IRT",430,987,64,19,0.944666666666667,0.939105613701237,0.957683741648107,0.981113320079523,0.939105613701237,0.959649975692756,"IRT",150,321,20,3,0.953441295546559,0.941348973607038,0.980392156862745,0.990740740740741,0.941348973607038,0.965413533834587,"IRT",280,666,44,16,0.940357852882704,0.938028169014084,0.945945945945946,0.976539589442815,0.938028169014084,0.956896551724138
2000,1000,40,0.3,0.4,"b",TRUE,0,1,3,"13, 33, 23, 3, 15, 16, 5, 32, 36, 19, 29, 12, 17, 6, 18, 34","rf_probs",0,355,696,449,0.236666666666667,0.337773549000951,0,0.441542288557214,0.337773549000951,0.382749326145553,"rf_probs",0,117,224,153,0.236842105263158,0.343108504398827,0,0.433333333333333,0.343108504398827,0.382978723404255,"rf_probs",0,238,472,296,0.236580516898608,0.335211267605634,0,0.445692883895131,0.335211267605634,0.382636655948553
2000,1000,40,0.3,0.4,"b",TRUE,0,1,3,"13, 33, 23, 3, 15, 16, 5, 32, 36, 19, 29, 12, 17, 6, 18, 34","rf_class",402,1012,39,47,0.942666666666667,0.962892483349191,0.89532293986637,0.95561850802644,0.962892483349191,0.959241706161137,"rf_class",139,332,9,14,0.953441295546559,0.973607038123167,0.908496732026144,0.959537572254335,0.973607038123167,0.966521106259098,"rf_class",263,680,30,33,0.937375745526839,0.957746478873239,0.888513513513513,0.953716690042076,0.957746478873239,0.95572733661279
2000,1000,40,0.3,0.4,"b",TRUE,0,1,4,"26, 20, 35, 8, 25, 10, 22, 21, 17, 34, 6, 19, 27, 18, 5, 40","IRT",439,988,58,15,0.951333333333333,0.944550669216061,0.966960352422907,0.985044865403789,0.944550669216061,0.964372864812103,"IRT",150,323,21,7,0.944111776447106,0.938953488372093,0.955414012738854,0.978787878787879,0.938953488372093,0.958456973293769,"IRT",289,665,37,8,0.954954954954955,0.947293447293447,0.973063973063973,0.988112927191679,0.947293447293447,0.967272727272727
