"RefGroupSize","FocalGroupSize","nItems","prevRate","difRate","difType","balanced","aStrength","bStrength","rep","dif_items","method","TP_full","TN_full","FP_full","FN_full","accuracy_full","sensitivity_full","specificity_full","precision_full","npv_full","f1score_full","method_focal","TP_focal","TN_focal","FP_focal","FN_focal","accuracy_focal","sensitivity_focal","specificity_focal","precision_focal","npv_focal","f1score_focal","method_ref","TP_ref","TN_ref","FP_ref","FN_ref","accuracy_ref","sensitivity_ref","specificity_ref","precision_ref","npv_ref","f1score_ref"
2000,2000,80,0.3,0.4,"b",FALSE,0,2,1,"68, 58, 42, 72, 43, 61, 8, 49, 62, 31, 47, 6, 53, 37, 41, 51, 64, 65, 21, 76, 11, 40, 36, 25, 35, 2, 4, 17, 13, 63, 7, 32","IRT",581,1036,362,21,0.8085,0.741058655221745,0.965116279069767,0.980132450331126,0.741058655221745,0.843991853360489,"IRT",263,686,10,21,0.968367346938775,0.985632183908046,0.926056338028169,0.97029702970297,0.985632183908046,0.977904490377762,"IRT",318,350,352,0,0.654901960784314,0.498575498575499,1,1,0.498575498575499,0.665399239543726
2000,2000,80,0.3,0.4,"b",FALSE,0,2,1,"68, 58, 42, 72, 43, 61, 8, 49, 62, 31, 47, 6, 53, 37, 41, 51, 64, 65, 21, 76, 11, 40, 36, 25, 35, 2, 4, 17, 13, 63, 7, 32","rf_probs",0,477,921,602,0.2385,0.341201716738197,0,0.442075996292864,0.341201716738197,0.38514331853048,"rf_probs",0,196,500,284,0.2,0.281609195402299,0,0.408333333333333,0.281609195402299,0.333333333333333,"rf_probs",0,281,421,318,0.275490196078431,0.4002849002849,0,0.469115191986644,0.4002849002849,0.431975403535742
2000,2000,80,0.3,0.4,"b",FALSE,0,2,1,"68, 58, 42, 72, 43, 61, 8, 49, 62, 31, 47, 6, 53, 37, 41, 51, 64, 65, 21, 76, 11, 40, 36, 25, 35, 2, 4, 17, 13, 63, 7, 32","rf_class",567,1332,66,35,0.9495,0.952789699570815,0.941860465116279,0.974396488661302,0.952789699570815,0.963471971066908,"rf_class",259,681,15,25,0.959183673469388,0.978448275862069,0.911971830985915,0.964589235127479,0.978448275862069,0.971469329529244,"rf_class",308,651,51,10,0.940196078431373,0.927350427350427,0.968553459119497,0.984871406959153,0.927350427350427,0.955245781364637
2000,2000,80,0.3,0.4,"b",FALSE,0,2,2,"61, 47, 36, 44, 62, 71, 8, 41, 16, 5, 74, 77, 24, 15, 65, 57, 38, 49, 53, 63, 69, 27, 40, 6, 80, 46, 79, 66, 68, 4, 32, 42","IRT",571,1074,326,29,0.8225,0.767142857142857,0.951666666666667,0.973708068902992,0.767142857142857,0.858170195765082,"IRT",269,683,9,29,0.961616161616162,0.986994219653179,0.902684563758389,0.959269662921348,0.986994219653179,0.972934472934473,"IRT",302,391,317,0,0.686138613861386,0.55225988700565,1,1,0.55225988700565,0.711555959963603
2000,2000,80,0.3,0.4,"b",FALSE,0,2,2,"61, 47, 36, 44, 62, 71, 8, 41, 16, 5, 74, 77, 24, 15, 65, 57, 38, 49, 53, 63, 69, 27, 40, 6, 80, 46, 79, 66, 68, 4, 32, 42","rf_probs",0,476,924,600,0.238,0.34,0,0.442379182156134,0.34,0.384491114701131,"rf_probs",0,196,496,298,0.197979797979798,0.283236994219653,0,0.396761133603239,0.283236994219653,0.330522765598651,"rf_probs",0,280,428,302,0.277227722772277,0.395480225988701,0,0.481099656357388,0.395480225988701,0.434108527131783
2000,2000,80,0.3,0.4,"b",FALSE,0,2,2,"61, 47, 36, 44, 62, 71, 8, 41, 16, 5, 74, 77, 24, 15, 65, 57, 38, 49, 53, 63, 69, 27, 40, 6, 80, 46, 79, 66, 68, 4, 32, 42","rf_class",557,1343,57,43,0.95,0.959285714285714,0.928333333333333,0.968975468975469,0.959285714285714,0.964106245513281,"rf_class",267,683,9,31,0.95959595959596,0.986994219653179,0.895973154362416,0.956582633053221,0.986994219653179,0.971550497866287,"rf_class",290,660,48,12,0.940594059405941,0.932203389830508,0.960264900662252,0.982142857142857,0.932203389830508,0.956521739130435
2000,2000,80,0.3,0.4,"b",FALSE,0,2,3,"7, 9, 72, 15, 67, 40, 14, 71, 26, 28, 62, 65, 69, 17, 38, 5, 79, 70, 29, 1, 75, 45, 22, 50, 54, 49, 80, 66, 4, 77, 20, 36","IRT",554,1031,390,25,0.7925,0.725545390570021,0.956822107081174,0.976325757575758,0.725545390570021,0.832458619297537,"IRT",258,716,14,25,0.961500493583416,0.980821917808219,0.911660777385159,0.966261808367072,0.980821917808219,0.973487423521414,"IRT",296,315,376,0,0.619047619047619,0.455861070911722,1,1,0.455861070911722,0.62624254473161
2000,2000,80,0.3,0.4,"b",FALSE,0,2,3,"7, 9, 72, 15, 67, 40, 14, 71, 26, 28, 62, 65, 69, 17, 38, 5, 79, 70, 29, 1, 75, 45, 22, 50, 54, 49, 80, 66, 4, 77, 20, 36","rf_probs",0,525,896,579,0.2625,0.369458128078818,0,0.47554347826087,0.369458128078818,0.415841584158416,"rf_probs",0,239,491,283,0.235932872655479,0.327397260273973,0,0.457854406130268,0.327397260273973,0.381789137380192,"rf_probs",0,286,405,296,0.289766970618034,0.413892908827786,0,0.491408934707904,0.413892908827786,0.449332285938727
2000,2000,80,0.3,0.4,"b",FALSE,0,2,3,"7, 9, 72, 15, 67, 40, 14, 71, 26, 28, 62, 65, 69, 17, 38, 5, 79, 70, 29, 1, 75, 45, 22, 50, 54, 49, 80, 66, 4, 77, 20, 36","rf_class",541,1367,54,38,0.954,0.961998592540464,0.934369602763385,0.972953736654804,0.961998592540464,0.967445152158528,"rf_class",258,719,11,25,0.964461994076999,0.984931506849315,0.911660777385159,0.966397849462366,0.984931506849315,0.975576662143826,"rf_class",283,648,43,13,0.943262411347518,0.937771345875543,0.956081081081081,0.980332829046899,0.937771345875543,0.958579881656805
2000,2000,80,0.3,0.4,"b",FALSE,0,2,4,"21, 60, 77, 42, 67, 8, 66, 36, 58, 56, 9, 23, 4, 47, 27, 34, 53, 29, 38, 2, 16, 70, 35, 5, 24, 59, 78, 1, 14, 37, 72, 11","IRT",560,1094,313,33,0.827,0.777540867093106,0.944350758853288,0.970718722271517,0.777540867093106,0.863456985003946,"IRT",237,753,2,33,0.965853658536585,0.997350993377483,0.877777777777778,0.958015267175573,0.997350993377483,0.977287475665153,"IRT",323,341,311,0,0.681025641025641,0.523006134969325,1,1,0.523006134969325,0.686807653575025
