"RefGroupSize","FocalGroupSize","nItems","prevRate","difRate","difType","balanced","aStrength","bStrength","rep","dif_items","method","TP_full","TN_full","FP_full","FN_full","accuracy_full","sensitivity_full","specificity_full","precision_full","npv_full","f1score_full","TP_focal","TN_focal","FP_focal","FN_focal","accuracy_focal","sensitivity_focal","specificity_focal","precision_focal","npv_focal","f1score_focal","TP_ref","TN_ref","FP_ref","FN_ref","accuracy_ref","sensitivity_ref","specificity_ref","precision_ref","npv_ref","f1score_ref","NA.","NA..1"
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,1,"20, 23, 18, 7, 36, 3, 33, 25, 5, 13, 19, 16, 37, 28, 2, 8","IRT",235,1392,347,26,0.8135,0.800460034502588,0.900383141762452,0.981664315937941,0.800460034502588,0.881849857459614,"IRT",107,876,5,26,0.969428007889546,0.994324631101022,0.804511278195489,0.971175166297118,0.994324631101022,0.982613572630398,"IRT",128,516,342,0,0.653144016227181,0.601398601398601,1,1,0.601398601398601,0.751091703056769
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,1,"20, 23, 18, 7, 36, 3, 33, 25, 5, 13, 19, 16, 37, 28, 2, 8","rf_probs",0,737,1002,261,0.3685,0.423806785508913,0,0.738476953907816,0.423806785508913,0.538545853123858,"rf_probs",0,310,571,133,0.305719921104536,0.351872871736663,0,0.699774266365689,0.351872871736663,0.468277945619335,"rf_probs",0,427,431,128,0.433062880324544,0.497668997668998,0,0.769369369369369,0.497668997668998,0.604387827317764
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,1,"20, 23, 18, 7, 36, 3, 33, 25, 5, 13, 19, 16, 37, 28, 2, 8","rf_class",225,1707,32,36,0.966,0.981598619896492,0.862068965517241,0.97934595524957,0.981598619896492,0.980470993681792,"rf_class",108,873,8,25,0.967455621301775,0.990919409761635,0.81203007518797,0.972160356347439,0.990919409761635,0.981450252951096,"rf_class",117,834,24,11,0.964503042596349,0.972027972027972,0.9140625,0.98698224852071,0.972027972027972,0.979448032883147
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,2,"16, 1, 5, 14, 26, 28, 27, 21, 17, 9, 29, 11, 39, 8, 25, 15","IRT",212,1353,425,10,0.7825,0.760967379077615,0.954954954954955,0.992663242846662,0.760967379077615,0.861509073543457,"IRT",101,894,23,10,0.967898832684825,0.974918211559433,0.90990990990991,0.988938053097345,0.974918211559433,0.981878088962109,"IRT",111,459,402,0,0.58641975308642,0.533101045296167,1,1,0.533101045296167,0.695454545454545
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,2,"16, 1, 5, 14, 26, 28, 27, 21, 17, 9, 29, 11, 39, 8, 25, 15","rf_probs",0,735,1043,222,0.3675,0.413385826771654,0,0.768025078369906,0.413385826771654,0.537477148080439,"rf_probs",0,315,602,111,0.306420233463035,0.343511450381679,0,0.73943661971831,0.343511450381679,0.46909903201787,"rf_probs",0,420,441,111,0.432098765432099,0.48780487804878,0,0.790960451977401,0.48780487804878,0.603448275862069
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,2,"16, 1, 5, 14, 26, 28, 27, 21, 17, 9, 29, 11, 39, 8, 25, 15","rf_class",188,1725,53,34,0.9565,0.970191226096738,0.846846846846847,0.980670835702103,0.970191226096738,0.97540288379983,"rf_class",86,904,13,25,0.963035019455253,0.985823336968375,0.774774774774775,0.973089343379978,0.985823336968375,0.979414951245937,"rf_class",102,821,40,9,0.949588477366255,0.953542392566783,0.918918918918919,0.989156626506024,0.953542392566783,0.971023063276168
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,3,"6, 20, 30, 31, 19, 16, 13, 12, 34, 7, 39, 4, 40, 33, 2, 8","IRT",244,1311,434,11,0.7775,0.751289398280802,0.956862745098039,0.991679273827534,0.751289398280802,0.8549070753179,"IRT",120,860,9,11,0.98,0.989643268124281,0.916030534351145,0.987370838117107,0.989643268124281,0.988505747126437,"IRT",124,451,425,0,0.575,0.514840182648402,1,1,0.514840182648402,0.679728711379051
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,3,"6, 20, 30, 31, 19, 16, 13, 12, 34, 7, 39, 4, 40, 33, 2, 8","rf_probs",0,754,991,255,0.377,0.432091690544413,0,0.747274529236868,0.432091690544413,0.547567175018155,"rf_probs",0,305,564,131,0.305,0.350978135788262,0,0.69954128440367,0.350978135788262,0.467432950191571,"rf_probs",0,449,427,124,0.449,0.512557077625571,0,0.783595113438045,0.512557077625571,0.619737750172533
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,3,"6, 20, 30, 31, 19, 16, 13, 12, 34, 7, 39, 4, 40, 33, 2, 8","rf_class",229,1686,59,26,0.9575,0.966189111747851,0.898039215686275,0.98481308411215,0.966189111747851,0.975412207115997,"rf_class",113,860,9,18,0.973,0.989643268124281,0.862595419847328,0.979498861047836,0.989643268124281,0.984544934172868,"rf_class",116,826,50,8,0.942,0.942922374429224,0.935483870967742,0.990407673860911,0.942922374429224,0.966081871345029
2000,2000,40,0.12,0.4,"both",FALSE,0.5,2,4,"1, 28, 29, 3, 16, 38, 18, 30, 27, 21, 31, 8, 40, 20, 23, 39","IRT",226,1353,401,20,0.7895,0.771379703534778,0.91869918699187,0.985433357611071,0.771379703534778,0.865366165653982,"IRT",106,874,13,20,0.967423494570582,0.985343855693348,0.841269841269841,0.977628635346756,0.985343855693348,0.981471083660865,"IRT",120,479,388,0,0.606889564336373,0.552479815455594,1,1,0.552479815455594,0.711738484398217
