"RefGroupSize","FocalGroupSize","nItems","prevRate","difRate","difType","balanced","aStrength","bStrength","rep","dif_items","method","TP_full","TN_full","FP_full","FN_full","accuracy_full","sensitivity_full","specificity_full","precision_full","npv_full","f1score_full","TP_focal","TN_focal","FP_focal","FN_focal","accuracy_focal","sensitivity_focal","specificity_focal","precision_focal","npv_focal","f1score_focal","TP_ref","TN_ref","FP_ref","FN_ref","accuracy_ref","sensitivity_ref","specificity_ref","precision_ref","npv_ref","f1score_ref","NA.","NA..1"
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,1,"21, 23","IRT",578,1321,82,19,0.9495,0.941553813257306,0.968174204355109,0.985820895522388,0.941553813257306,0.963179001093693,"IRT",294,639,33,15,0.951070336391437,0.950892857142857,0.951456310679612,0.977064220183486,0.950892857142857,0.963800904977376,"IRT",284,682,49,4,0.947988223748773,0.93296853625171,0.986111111111111,0.994169096209913,0.93296853625171,0.962597035991531
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,1,"21, 23","rf_probs",0,418,985,597,0.209,0.297933000712758,0,0.411822660098522,0.297933000712758,0.345740281224152,"rf_probs",0,200,472,309,0.203873598369011,0.297619047619048,0,0.392927308447937,0.297619047619048,0.338696020321761,"rf_probs",0,218,513,288,0.213935230618253,0.298221614227086,0,0.430830039525692,0.298221614227086,0.352465642683913
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,1,"21, 23","rf_class",551,1339,64,46,0.945,0.954383464005702,0.922948073701843,0.966787003610108,0.954383464005702,0.960545193687231,"rf_class",280,648,24,29,0.945973496432212,0.964285714285714,0.906148867313916,0.957163958641064,0.964285714285714,0.960711638250556,"rf_class",271,691,40,17,0.944062806673209,0.945280437756498,0.940972222222222,0.975988700564972,0.945280437756498,0.96038915913829
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,2,"3, 24","IRT",603,1305,69,23,0.954,0.949781659388646,0.963258785942492,0.982680722891566,0.949781659388646,0.965951147298298,"IRT",316,670,30,14,0.957281553398058,0.957142857142857,0.957575757575758,0.97953216374269,0.957142857142857,0.968208092485549,"IRT",287,635,39,9,0.950515463917526,0.94213649851632,0.969594594594595,0.986024844720497,0.94213649851632,0.963581183611533
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,2,"3, 24","rf_probs",0,429,945,626,0.2145,0.312227074235808,0,0.406635071090047,0.312227074235808,0.353231782626595,"rf_probs",0,211,489,330,0.204854368932039,0.301428571428571,0,0.390018484288355,0.301428571428571,0.340048348106366,"rf_probs",0,218,456,296,0.224742268041237,0.323442136498516,0,0.424124513618677,0.323442136498516,0.367003367003367
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,2,"3, 24","rf_class",578,1325,49,48,0.9515,0.96433770014556,0.92332268370607,0.96504005826657,0.96433770014556,0.964688751365126,"rf_class",302,679,21,28,0.952427184466019,0.97,0.915151515151515,0.96039603960396,0.97,0.965174129353234,"rf_class",276,646,28,20,0.950515463917526,0.958456973293769,0.932432432432432,0.96996996996997,0.958456973293769,0.964179104477612
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,3,"22, 1","IRT",563,1334,46,57,0.9485,0.966666666666667,0.908064516129032,0.95902228612509,0.966666666666667,0.962829303500541,"IRT",282,668,16,22,0.961538461538462,0.976608187134503,0.927631578947368,0.968115942028986,0.976608187134503,0.972343522561863,"IRT",281,666,30,35,0.935770750988142,0.956896551724138,0.889240506329114,0.950071326676177,0.956896551724138,0.953471725125268
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,3,"22, 1","rf_probs",0,431,949,620,0.2155,0.31231884057971,0,0.410085632730733,0.31231884057971,0.354586589880708,"rf_probs",0,193,491,304,0.195344129554656,0.282163742690059,0,0.388329979879276,0.282163742690059,0.3268416596105,"rf_probs",0,238,458,316,0.235177865612648,0.341954022988506,0,0.429602888086643,0.341954022988506,0.3808
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,3,"22, 1","rf_class",571,1318,62,49,0.9445,0.955072463768116,0.920967741935484,0.964155084125823,0.955072463768116,0.959592282489989,"rf_class",287,655,29,17,0.953441295546559,0.957602339181287,0.944078947368421,0.974702380952381,0.957602339181287,0.966076696165192,"rf_class",284,663,33,32,0.935770750988142,0.952586206896552,0.89873417721519,0.953956834532374,0.952586206896552,0.953271028037383
2000,2000,40,0.3,0.05,"both",FALSE,0.2,2,4,"27, 4","IRT",571,1321,88,20,0.946,0.937544357700497,0.966159052453469,0.985085756897837,0.937544357700497,0.960727272727273,"IRT",277,644,38,14,0.94655704008222,0.944281524926686,0.951890034364261,0.978723404255319,0.944281524926686,0.961194029850746,"IRT",294,677,50,6,0.945472249269718,0.931224209078404,0.98,0.991215226939971,0.931224209078404,0.960283687943262
